id,date,departureTime,arrivalTime,flightNumber,from_code,from,to_code,to,availableSeats,distance,hours,minutes,price
1105,2021/9/22,944,1051,4159,YTZ,Toronto,GOV,Gove,200,209,8,0,131.29
1106,2021/11/27,944,1054,4636,LSC,La Serena,ADP,Galoya,200,199,9,29,134.31
1107,2021/7/1,945,1113,319,OMA,Omaha,YKL,Schefferville,200,733,9,45,178.7
1108,2021/8/19,950,1219,4654,KWE,Guiyang,JOI,Joinville,200,762,9,55,172.58
1109,2021/10/9,951,1157,4548,QNC,Neuchatel,JAS,Jasper,200,416,9,0,132.74
1110,2021/6/23,952,1104,600,DAY,Dayton,ACX,Xingyi,200,273,9,53,156.16
1111,2021/11/9,953,1117,4108,ONP,Newport,TTC,Taltal,200,264,9,55,176.87
1112,2021/5/17,954,1108,5736,SAY,Siena,HON,Huron,200,229,10,1,156.15
1113,2021/11/5,954,1115,1222,PNI,Pohnpei,ZZU,Mzuzu,200,725,9,45,165.02
1114,2021/9/22,955,1336,1765,SSF,Stinson,HHH,Hilton Head Island,200,2586,10,0,92.1
1115,2021/5/24,958,1211,4681,ATC,Arthur's Town,HHQ,Prachuap Khiri Khan,200,872,10,0,162.84
1116,2021/9/19,958,1240,1623,GPZ,Grand Rapids MN,YSH,Smiths Falls,200,937,10,0,188.4
1117,2021/11/9,959,1312,2379,USR,Ust-Nera,ALB,Albany,200,1076,10,2,47.4
1118,2021/5/2,1000,1319,503,AUR,Aurillac,KIR,Kerry,200,1065,10,0,35.01
1119,2021/8/20,1000,1307,75,HPH,Haiphong,AMC,Am Timan,200,2133,10,0,96.23
1120,2021/6/23,1001,1259,4495,CUF,Cuneo,ALM,Alamogordo,200,708,9,44,99.37
1121,2021/6/28,1003,1105,3694,GRX,Granada,SKH,Surkhet,200,184,8,20,114.58
1122,2021/8/28,1004,1251,679,BOB,Bora Bora,HCN,Hengchun,200,2475,9,45,41.61
1123,2021/8/8,1004,1235,1625,SDQ,Santo Domingo,HZH,Liping,200,1605,10,3,26.54
1124,2021/7/26,1009,1220,1177,RPB,Roper Bar,PTA,Port alsworth,200,544,10,0,181.57
1125,2021/5/26,1010,1228,1441,CXP,Cilacap,FMA,Formosa,200,541,10,15,130.01
1126,2021/11/27,1014,1128,3795,YUA,Yuanmou,HIN,Sacheon,200,719,10,10,45.82
1127,2021/12/2,1014,1215,1103,RYN,Royan,DYL,Doylestown,200,529,10,15,180.57
1128,2021/10/6,1015,1250,1529,TZL,Null,BBI,Bhubaneswar,200,2248,10,15,61.01
1129,2021/7/3,1020,1242,347,LBZ,Lucapa,XAU,Saul,200,762,10,23,147.74
1130,2021/11/19,1020,1343,196,PAT,Patina,YLE,Whatì,200,2153,9,59,65.73
1131,2021/5/22,1021,1251,1847,TEU,Manapouri,ODS,Odessa,200,762,10,0,49.56
1132,2021/6/6,1023,1330,731,OAR,Fort Ord,SNR,St.-nazaire,200,1389,10,20,196.36
1133,2021/8/22,1024,1253,4195,EDM,La Roche-sur-yon,INH,Inhambane,200,628,10,30,128.89
1134,2021/5/27,1024,1118,1026,TJI,Trujillo,HUQ,Hon,200,187,10,25,69.4
1135,2021/8/5,1025,1223,2319,CYI,Chiayi,GVL,Gainesville,200,1020,10,15,85.36
1136,2021/8/21,1025,1219,4471,BRS,Bristol,WNP,Naga,200,431,10,30,121.23
1137,2021/10/7,1027,1328,1563,BBC,Bay City,ZAR,Zaria,200,1416,10,26,134.4
1138,2021/8/15,1028,1255,2343,WKK,Aleknagik,NGU,Norfolk,200,746,10,30,48.52
1139,2021/8/21,1028,1345,23,GNT,Grants,RER,Retalhuleu,200,2586,10,30,14.97
1140,2021/11/5,1031,1140,4709,OMR,Oradea,QYD,Gdynia,200,282,10,33,128.94
1141,2021/8/23,1031,1135,1702,CSM,Clinton,KGA,Kananga,200,200,10,15,68.38
1142,2021/5/9,1033,1235,4175,ZJN,Swan River,PEX,Pechora,200,583,9,29,61.51
1143,2021/9/10,1036,1328,31,PNQ,Pune,AJN,Anjouan,200,944,10,40,19.16
1144,2021/6/1,1037,1400,1294,CRW,Charleston,MSN,Madison,200,1065,10,39,46.62
1145,2021/9/7,1038,1309,4246,HBA,Hobart,ERD,Berdyansk,200,645,10,35,180.47
1146,2021/5/21,1038,1347,19,NLH,Ninglang,YNC,Wemindji,200,2475,10,30,119.08
1147,2021/5/25,1042,1257,4589,CCA,Chapacura,CIP,Chipata,200,502,10,50,92.51
1148,2021/6/24,1043,1336,545,CXI,Kiritimati,BZE,Belize City,200,1023,10,43,88.62
1149,2021/12/8,1043,1259,1573,TOW,Toledo,MMT,Eastover,200,963,10,45,80.38
1150,2021/12/7,1043,1156,375,KKA,Koyuk,FMO,Munster,200,719,10,30,27.95
1151,2021/7/8,1044,1344,373,WAI,Antsohihy,LDB,Londrina,200,1076,10,50,136.59
1152,2021/9/14,1045,1242,4670,UPP,Opolu,HCR,Holy Cross,200,764,9,59,105.55
1153,2021/5/24,1046,1347,1275,TUA,Tulcan,RMQ,Taichung,200,1990,10,50,56.91
1154,2021/12/15,1048,1321,460,POZ,Poznan,YIK,Ivujivik,200,2565,10,47,119.35
1155,2021/7/23,1050,1413,1060,HSN,Zhoushan,TPN,Tiputini,200,1068,10,36,81.12
1156,2021/12/1,1051,1356,739,AZD,Yazd,BIQ,Biarritz-bayonne,200,1389,10,55,133.24
1157,2021/5/12,1052,1347,1785,UUS,Yuzhno-sakhalinsk,KIH,Kish Island,200,950,10,55,34.28
1158,2021/11/3,1053,1147,2124,QUO,Uyo,SUK,Batagay-Alyta,200,184,11,0,188.46
1159,2021/9/16,1055,1349,41,TUS,Tucson,CLP,Clarks Point,200,944,9,15,43.39
1160,2021/10/6,1056,1341,1647,PVA,Providencia,LYH,Lynchburg,200,762,10,59,115.38
1161,2021/10/30,1056,1207,3792,HUF,Terre Haute,RSA,Santa Rosa,200,213,11,0,52.64
1162,2021/11/13,1056,1334,1605,MPL,Montpellier,ABJ,Abidjan,200,2227,11,0,37.89
1163,2021/12/30,1056,1202,2171,IWS,Houston,PLL,Manaus,200,214,11,0,155.51
1164,2021/8/14,1056,1421,1143,ISJ,Isla Mujeres,RWL,Rawlins,200,1023,10,59,42.13
1165,2021/12/19,1057,1343,641,YCU,Yuncheng,YWM,Williams Harbour,200,2586,11,0,31.96
1166,2021/7/8,1057,1406,491,AFZ,Sabzevar,CCY,Charles City,200,1400,10,45,191.65
1167,2021/9/20,1100,1408,642,ZMT,Masset,AHB,Abha,200,2586,11,0,102.15
1168,2021/11/9,1101,1201,3094,PSM,Portsmouth,APF,Naples,200,185,11,0,89.72
1169,2021/11/9,1102,1430,2099,STA,Stauning,GUY,Guymon,200,1096,11,15,134.65
1170,2021/10/21,1109,1220,24,KAU,Kauhava,TJB,Tanjung Balai Karimun,200,266,11,15,62.06
1171,2021/6/28,1109,1312,1031,TCH,Tchibanga,EZS,Elazig,200,502,11,15,21.06
1172,2021/10/3,1109,1313,4485,BBX,Philadelphia,TAS,Tashkent,200,479,11,15,130.84
1173,2021/10/2,1110,1231,321,TRG,Tauranga,GUX,Guna,200,733,10,30,181.7
1174,2021/7/24,1111,1437,2071,JCT,Junction,RUG,Rugao,200,1096,10,59,164.24
1175,2021/5/30,1115,1248,5218,MAI,Mangochi,BQA,Baler,200,335,11,20,10.94
1176,2021/11/12,1122,1407,695,GKA,Goroka,PRG,Prague,200,944,11,30,147.5
1177,2021/6/16,1123,1434,1477,JOJ,Doris Lake,ABA,Abakan,200,1620,11,10,191.09
1178,2021/9/8,1124,1315,327,KVG,Kavieng,SMK,St. Michael,200,733,11,25,61.44
1179,2021/8/25,1124,1340,1085,SBM,Sheboygan,WRT,Warton,200,544,11,30,130.56
1180,2021/8/14,1125,1309,5026,ABA,Abakan,DRV,DHARAVANDHOO,200,488,10,20,83.07
1181,2021/9/5,1125,1445,3658,MQX,Makale,MSN,Madison,200,618,9,25,40.83
1182,2021/8/16,1125,1416,703,KDC,Kandi,JCK,Julia Creek,200,2475,11,30,148.73
1183,2021/9/20,1126,1451,1171,JSK,Jask,YUB,Tuktoyaktuk,200,1080,11,35,98.02
1184,2021/5/27,1126,1333,316,AEY,Akureyri,SYR,Syracuse,200,888,11,25,163.84
1185,2021/9/25,1127,1431,133,SBZ,Sibiu,TCP,Taba,200,1074,11,29,66.29
1186,2021/12/16,1130,1420,569,PDU,Paysandu,BVE,Brive,200,997,11,35,174.94
1187,2021/7/10,1130,1600,1663,WTK,Noatak,LZC,Lazard Cardenas,200,1608,11,29,32.08
1188,2021/10/23,1131,1436,409,SMQ,Sampit-Borneo Island,BKS,Bengkulu,200,2475,11,30,33.28
1189,2021/7/15,1134,1449,1,KFE,Cloudbreak,HTR,Taketomi,200,1069,11,23,151.84
1190,2021/12/28,1137,1442,2175,KFG,Kalkgurung,EVN,Yerevan,200,1035,11,40,117.89
1191,2021/7/11,1139,1436,1623,SSE,Sholapur,VLG,Villa Gesell,200,1085,11,40,44.6
1192,2021/11/20,1141,1411,401,UDD,Palm Springs,KYS,Kayes,200,746,11,45,36.63
1193,2021/12/16,1143,1435,1010,SAQ,San Andros,KSD,Karlstad,200,2434,11,45,53.54
1194,2021/5/21,1144,1353,2219,JSA,Jaisalmer,MYY,Miri,200,1020,11,31,112.16
1195,2021/8/12,1145,1343,4646,ZLO,Manzanillo,RPN,Rosh Pina,200,1020,11,50,66.59
1196,2021/5/19,1147,1318,353,PBQ,Pimenta Bueno,OGS,Ogdensburg,200,397,11,55,23.17
1197,2021/11/12,1152,1452,2185,SVI,San Vincente De Caguan,GGT,Great Exuma,200,1010,11,50,180.72
1198,2021/7/30,1153,1313,4425,NLK,Norfolk Island,THL,Tachilek,200,213,12,0,174.49
1199,2021/6/19,1156,1520,743,FAZ,Fasa,BDA,Bermuda,200,1389,12,5,112.23
1200,2021/5/27,1156,1437,523,WLS,Wallis,RJK,Rijeka,200,937,12,0,31.59
1201,2021/5/29,1156,1517,625,YXJ,Fort Saint John,RJN,Rafsanjan,200,1428,11,58,163.06
1202,2021/10/4,1156,1509,863,AUR,Aurillac,WUT,Xinzhou,200,2475,12,0,67.36
1203,2021/12/26,1156,1427,4658,QRC,Rancagua,YJP,Hinton,200,762,12,0,172.75
1204,2021/6/23,1156,1254,1248,BEU,Bedourie,VIG,El Vigía,200,200,12,0,191.09
1205,2021/11/22,1158,1247,1174,MLA,Malta,HDE,Holdredge,200,200,12,0,63.59
1206,2021/12/18,1158,1441,1705,XRY,Jerez,DCU,Decatur,200,1183,12,0,121.47
1207,2021/10/19,1159,1342,4247,HFS,Hagfors,MZT,Mazatlan,200,416,11,29,56.17
1208,2021/12/8,1159,1512,1443,WRG,Wrangell,EBL,Erbil,200,1076,12,0,32.28
1209,2021/8/6,1159,1408,1443,ULV,Ulyanovsk,JIM,Jimma,200,541,12,0,106.5
1210,2021/10/9,1200,1418,3018,KNF,Marham,BJO,Bermejo,200,872,11,45,179.16
1211,2021/8/24,1200,1513,1461,OCM,Brockman,ISB,Islamabad,200,1400,12,0,129.07
1212,2021/5/15,1201,1504,25,DTW,Detroit,YMS,Yurimaguas,200,2586,12,0,66.31
1213,2021/11/26,1202,1340,4553,YDG,Digby,IXG,Belgaum,200,419,11,35,157.38
1214,2021/12/30,1204,1511,3,ATF,Ambato,PDV,Plovdiv,200,2475,12,0,155.72
1215,2021/6/13,1205,1316,4479,VAK,Chevak,JON,Johnston Island,200,284,11,29,69.55
1216,2021/10/20,1205,1349,4431,RNI,Corn Island,KVR,Kavalerovo,200,431,12,5,73.58
1217,2021/9/2,1206,1311,4216,TTI,Tetiaroa,TVL,South Lake Tahoe,200,282,12,9,162.29
1218,2021/12/28,1206,1457,1037,IWO,Iwojima,AVL,Asheville,200,937,11,56,83.96
1219,2021/9/12,1208,1523,3850,GRQ,Groningen,NCE,Nice,200,746,12,5,172.9
1220,2021/12/14,1209,1451,1492,DIJ,Dijon,YXE,Saskatoon,200,1605,12,12,87.72
1221,2021/8/7,1213,1421,1757,PHF,Newport News,NAV,Nevsehir,200,888,12,20,77.45
1222,2021/8/4,1216,1520,673,JPR,Ji-Paraná,FZO,Bristol,200,2475,12,20,171.93
1223,2021/11/23,1217,1334,3697,KRZ,Kiri,TLN,Hyeres,200,719,12,20,198.72
1224,2021/5/15,1220,1513,27,JAR,Jahrom,YGR,Iles De La Madeleine,200,1005,12,29,39.62
1225,2021/9/20,1220,1521,391,EDD,Erldunda,MXM,Morombe,200,2565,12,18,125.2
1226,2021/9/16,1222,1329,4347,LXR,Luxor,EDW,Edwards Afb,200,266,12,7,121.96
1227,2021/9/30,1228,1354,4322,KWZ,Kolwezi,MUI,Muir,200,725,10,45,199.52
1228,2021/7/24,1228,1430,4640,MGS,Mangaia Island,ZQN,Queenstown International,200,533,12,29,36.8
1229,2021/11/23,1229,1505,4294,SOY,Stronsay,DNZ,Denizli,200,820,12,4,119.33
1230,2021/12/14,1230,1423,5311,BXN,Bodrum,BJI,Bemidji,200,488,12,35,54.37
1231,2021/8/4,1230,1408,4404,NDN,Nadunumu,OSY,Namsos,200,427,12,35,97.95
1232,2021/8/9,1234,1354,66,LHV,Lock Haven,KQT,Kurgan Tyube,200,301,12,25,157.55
1233,2021/6/9,1235,1614,1114,JIK,Ikaria,CXL,Calexico,200,2133,12,30,82.1
1234,2021/8/10,1236,1446,1131,KUA,Kuantan,TVL,South Lake Tahoe,200,502,12,38,72.48
1235,2021/5/3,1236,1403,3223,OKL,Oksibil,MAD,Madrid,200,738,12,40,121.53
1236,2021/11/18,1236,1417,4601,NTX,Ranai-Natuna Besar Island,LSX,Lhok Sukon,200,764,12,0,111.1
1237,2021/7/30,1239,1429,4147,TOS,Tromso,WMC,Winnemucca,200,463,12,0,138.0
1238,2021/9/21,1239,1328,1672,PCB,Jakarta,LOO,Laghouat,200,169,12,20,186.6
1239,2021/5/12,1240,1538,2253,MLA,Malta,BUT,Jakar,200,1096,12,45,105.19
1240,2021/6/9,1240,1556,1853,JVL,Janesville,GNM,Guanambi,200,1372,12,40,53.3
1241,2021/11/20,1240,1521,2174,YSU,Summerside,PKU,Pekanbaru,200,1990,12,45,26.57
1242,2021/8/30,1243,1453,4118,DAT,Datong,AER,Sochi,200,488,12,29,154.86
1243,2021/10/8,1244,1431,4412,JUL,Juliaca,SCK,Stockton,200,550,9,0,94.06
1244,2021/10/28,1245,1718,315,HTA,Chita,ABA,Abakan,200,1598,12,49,50.53
1245,2021/12/8,1249,1555,745,OFK,Norfolk  Nebraska,IXU,Aurangabad,200,1389,12,45,45.26
1246,2021/10/6,1249,1535,209,DIS,Loubomo,LTA,Tzaneen,200,2465,12,58,177.76
1247,2021/12/15,1250,1349,1850,TTN,Trenton,LFQ,LINFEN,200,187,12,45,169.8
1248,2021/12/27,1251,1552,633,MRV,Mineralnye Vody,KZC,Kompong Chnang,200,1416,12,50,149.62
1249,2021/11/18,1253,1505,3903,YWY,Wrigley,IOS,Ilheus,200,569,13,0,165.8
1250,2021/8/10,1254,1545,781,OIA,Ourilandia do Norte,CHC,Christchurch,200,762,13,0,154.06
1251,2021/5/12,1255,1501,1459,CYF,Chefornak,BKO,Bamako,200,544,12,59,22.69
1252,2021/12/11,1256,1600,85,MUK,Mauke Island,CJB,Coimbatore,200,1069,12,52,198.89
1253,2021/8/3,1256,1526,1869,SRE,Sucre,CIU,Sault Ste Marie,200,585,13,0,159.79
1254,2021/7/15,1256,1409,408,SMX,Santa Maria,VPS,Valparaiso,200,711,12,25,73.63
1255,2021/6/13,1257,1356,4129,SFA,Sfax,LOV,Monclova,200,199,13,3,87.21
1256,2021/10/18,1257,1529,673,BXR,Bam,AIT,Aitutaki,200,746,13,0,166.62
1257,2021/7/30,1257,1613,1434,LHW,Lanzhou,RRR,Raroia,200,1372,12,57,156.64
1258,2021/11/5,1258,1537,1251,YAZ,Tofino,PIE,St. Petersburg,200,1620,12,55,141.81
1259,2021/8/24,1258,1448,4426,LNK,Lincoln,PVK,Preveza,200,479,13,0,143.21
1260,2021/12/29,1258,1557,1186,AJY,Agadez,MRW,Maribo,200,1085,13,0,67.95
1261,2021/10/12,1258,1437,1200,TKK,Chuuk,GHT,Ghat,200,719,12,59,87.03
1262,2021/12/7,1300,1601,991,BCN,Barcelona,PTK,Pontiac,200,1028,13,0,133.1
1263,2021/8/19,1301,1358,1006,KSD,Karlstad,TKX,Takaroa,200,187,12,59,40.7
1264,2021/7/13,1305,1442,329,YNY,Sokcho / Gangneung,SZB,Kuala Lumpur,200,733,13,0,46.35
1265,2021/7/30,1306,1535,348,HRK,Kharkov,IMB,Imbaimadai,200,762,13,8,166.28
1266,2021/8/4,1307,1518,1615,XJM,Mangla,IOS,Ilheus,200,529,13,15,180.72
1267,2021/12/21,1312,1456,4552,ADH,Aldan,YMO,Moosonee,200,445,13,15,16.62
1268,2021/10/14,1318,1626,393,NBC,Nizhnekamsk,ELC,Elcho Island,200,950,13,15,27.71
1269,2021/6/1,1318,1634,1425,PXM,Puerto Escondido,VDI,Vidalia,200,2454,13,20,149.49
1270,2021/10/4,1319,1633,3294,STL,St. Louis,XYE,Ye,200,1411,13,5,102.68
1271,2021/7/14,1320,1513,4475,JAC,Jacksn Hole,XSI,South Indian Lake,200,431,13,25,121.13
1272,2021/5/25,1323,1620,505,APW,Faleolo,IKI,Iki,200,1065,13,15,142.82
1273,2021/12/16,1324,1552,2043,TCP,Taba,QPW,Kangaatsiaq,200,760,13,30,71.6
1274,2021/11/28,1326,1650,411,NUW,Whidbey Island,PFQ,Parsabad,200,2475,13,30,85.27
1275,2021/5/9,1327,1433,4254,KVA,Kavala,OJC,Olathe,200,282,13,29,76.67
1276,2021/6/2,1328,1621,355,IXE,Mangalore,ELG,El Golea,200,2465,13,30,69.89
1277,2021/6/2,1331,1441,4511,PKE,Parkes,DCF,Canefield,200,246,12,1,33.93
1278,2021/5/8,1331,1804,705,GUB,Guerrero Negro,NCN,Chenega,200,1598,13,24,161.24
1279,2021/11/4,1332,1616,4364,AAT,Altay,NLO,Kinshasa,200,1092,9,4,63.12
1280,2021/5/5,1332,1419,4316,BOI,Boise,HOU,Houston,200,143,13,27,14.46
1281,2021/8/16,1333,1503,32,EBL,Erbil,SYP,Santiago,200,264,12,59,143.29
1282,2021/12/15,1335,1414,4660,PHY,Phetchabun,VKO,Moscow,200,116,13,22,99.63
1283,2021/7/10,1338,1631,525,SIP,Simferopol,LBX,Lubang,200,937,13,40,141.23
1284,2021/11/5,1339,1617,4417,RJB,Rajbiraj,HTI,Hamilton Island,200,1134,13,25,101.01
1285,2021/8/29,1339,1611,615,EUA,Eua Island,BWF,Barrow Island,200,828,13,35,167.34
1286,2021/11/11,1339,1643,431,EUF,Eufala,UTK,Utirik Island,200,1047,13,35,174.72
1287,2021/5/30,1339,1651,1164,SHO,Manzini,MYI,Murray Island,200,1065,13,41,175.3
1288,2021/11/8,1340,1603,4135,RBY,Ruby,KCS,Petermann,200,529,12,29,126.21
1289,2021/12/15,1341,1548,3832,BYM,Bayamo,IOR,Inis Mor,200,872,13,20,115.77
1290,2021/12/28,1341,1648,117,INK,Wink,ZOS,Osorno,200,2475,13,45,64.44
1291,2021/12/20,1341,1627,1947,VEE,Venetie,SDT,Saidu Sharif,200,762,12,0,113.88
1292,2021/5/25,1342,1650,1073,SWO,Stillwater,HSZ,Hsinchu,200,1096,13,45,20.83
1293,2021/11/25,1343,1702,1685,BBX,Philadelphia,CYS,Cheyenne,200,950,13,45,136.19
1294,2021/6/24,1344,1940,15,PSH,Sankt Peter-Ording,ERV,Kerrville,200,4963,13,44,134.33
1295,2021/7/23,1345,1642,2041,KIF,Kingfisher Lake,BNN,Bronnoysund,200,1089,12,40,62.14
1296,2021/10/27,1346,1548,4577,COU,Columbia,BNN,Bronnoysund,200,544,13,50,49.79
1297,2021/11/11,1346,1702,688,LSW,Lhok Seumawe-Sumatra Island,MDZ,Mendoza,200,2133,13,50,134.7
1298,2021/5/22,1347,1509,2967,TDX,Trat,SDX,Sedona,200,725,13,45,85.58
1299,2021/9/4,1352,1509,4497,SBW,Sibu,DZA,Dzaoudzi,200,277,13,10,31.37
1300,2021/11/30,1352,1635,83,ILR,Ilorin,VKG,Rach Gia,200,2422,13,55,150.79
1301,2021/8/28,1353,1715,1783,MKR,Meekatharra,DUC,Duncan,200,944,13,56,54.78
1302,2021/12/29,1353,1648,1153,BUA,Buka Island,FWH,Dallas,200,1400,13,50,175.19
1303,2021/10/15,1356,1509,5712,ADJ,Amman,GRI,Grand Island,200,228,13,59,140.99
1304,2021/9/22,1356,1516,602,MGL,Moenchengladbach,HTG,Khatanga,200,273,13,55,71.24
1305,2021/8/17,1358,1550,4564,ILU,Kilaguni,MOJ,Moengo,200,502,13,15,44.69
1306,2021/11/11,1402,1611,4370,CSO,Cochstedt,PHA,Phan Rang,200,628,14,0,193.91
1307,2021/7/30,1404,1504,2068,YSC,Sherbrooke,BIS,Bismarck,200,187,13,59,141.83
1308,2021/11/22,1405,1634,349,SRQ,Sarasota,IVL,Ivalo,200,762,14,11,124.47
1309,2021/7/15,1410,1723,981,DGL,Douglas,CND,Constanta,200,1096,14,15,27.88
1310,2021/9/11,1412,1520,3728,FTA,Futuna Island,QRW,Osubi,200,719,14,20,121.79
1311,2021/11/24,1412,1710,468,MHK,Manhattan,YMO,Moosonee,200,937,8,38,56.86
1312,2021/7/18,1416,1736,257,UVF,Hewandorra,HKY,Hickory,200,2586,14,29,105.91
1313,2021/12/27,1420,1624,4588,IXZ,Port Blair,IKA,Tehran,200,1020,14,20,18.95
1314,2021/11/13,1421,1515,4340,POC,La Verne,TLJ,Tatalina,200,169,13,14,199.93
1315,2021/5/21,1422,1604,3835,PCR,Puerto Carreno,VGO,Vigo,200,799,13,57,21.19
1316,2021/5/14,1422,1609,1187,GMB,Gambella,CDN,Camden,200,719,14,11,132.48
1317,2021/6/15,1428,1715,1122,IKK,Kankakee,KBP,Kiev,200,1023,13,59,139.15
1318,2021/8/25,1429,1654,2247,MME,Teesside,AFT,Afutara,200,762,14,0,49.48
1319,2021/9/14,1429,1730,2079,SBB,Santa Barbara,SSA,Salvador,200,1076,14,0,119.74
1320,2021/10/7,1430,1542,5710,KEV,Halli,HET,Hohhot,200,229,14,30,115.14
1321,2021/10/25,1430,1754,1322,YLI,Ylivieska-raudaskyla,OPO,Porto,200,2586,14,35,50.82
1322,2021/5/24,1431,1821,4859,LBQ,Lambarene,BWW,Cayo Santa Maria,200,2133,13,45,51.53
1323,2021/8/22,1431,1745,566,KEJ,Kemorovo,NAW,Narathiwat,200,1416,14,30,104.82
1324,2021/6/6,1431,1618,1184,MVB,Franceville,FRG,Farmingdale,200,404,14,35,32.14
1325,2021/10/20,1437,1742,347,MTM,Metakatla,ICC,Isla De Coche,200,1041,14,37,62.65
1326,2021/12/29,1438,1651,4516,KBZ,Kaikoura,IDY,Île d'Yeu,200,946,13,23,28.89
1327,2021/7/14,1438,1733,1161,QFO,Duxford,HDY,Hat Yai,200,1035,14,29,103.57
1328,2021/7/28,1442,1800,1531,MED,Madinah,TKX,Takaroa,200,1080,14,30,91.18
1329,2021/6/30,1442,1640,1819,KNG,Kaimana,BLZ,Blantyre,200,1020,14,35,75.62
1330,2021/6/2,1442,1612,1972,YEM,Manitowaning,LNZ,Linz,200,213,14,45,32.48
1331,2021/10/30,1442,1639,1445,ATJ,Antsirabe,COU,Columbia,200,544,14,45,54.89
1332,2021/11/10,1444,1607,8,FYN,Fuyun,PER,Perth,200,301,14,55,93.42
1333,2021/9/19,1448,1724,3295,BAH,Bahrain,CUP,Carupano,200,301,14,55,21.98
1334,2021/7/10,1450,1637,4172,SBR,Saibai Island,TSY,Tasikmalaya,200,425,14,50,74.72
1335,2021/11/25,1451,1707,3793,SWA,Shantou,YZT,Port Hardy,200,541,14,55,146.98
1336,2021/6/12,1451,1755,141,ERD,Berdyansk,MBJ,Montego Bay,200,1028,14,57,69.21
1337,2021/12/20,1451,1715,1231,BMX,Big Mountain,MJV,Murcia,200,502,14,40,42.34
1338,2021/10/10,1451,1749,1121,CJS,Ciudad Juarez,OGS,Ogdensburg,200,1065,12,32,14.33
1339,2021/7/22,1452,1733,119,BZU,Buta Zega,SGO,St George,200,1182,14,57,90.64
1340,2021/9/4,1452,1821,377,CRL,Charleroi,YPY,Fort Chipewyan,200,1076,14,59,130.1
1341,2021/9/19,1452,1750,1166,LMO,Lossiemouth,DHI,Dhangarhi,200,997,14,49,130.47
1342,2021/11/13,1454,1755,1861,PSC,Pasco,RGI,Rangiroa,200,1107,14,50,146.45
1343,2021/6/28,1456,1715,3806,JUB,Juba,LJA,Lodja,200,872,14,59,189.74
1344,2021/7/4,1456,1826,1925,WJR,Wajir,MKQ,Merauke,200,1096,15,0,40.66
1345,2021/12/5,1456,1558,1010,XCR,Chalons,GCM,Georgetown,200,187,14,22,50.23
1346,2021/9/15,1456,1824,1997,FNJ,Pyongyang,INU,Nauru,200,1035,15,0,130.52
1347,2021/11/27,1456,1607,2179,CJF,Coondewanna,ECV,Madrid,200,214,15,0,51.09
1348,2021/12/21,1457,1628,1053,NKT,Cizre,ILG,Wilmington,200,340,14,59,124.23
1349,2021/12/1,1457,1741,1687,FFO,Dayton,IRG,Lockhart River,200,937,14,30,33.06
1350,2021/5/30,1458,1643,3653,MXX,Mora,YYN,Swift Current,200,290,15,0,192.08
1351,2021/9/1,1458,1647,337,SXO,Sao Felix do Araguaia,WWK,Wewak,200,733,14,55,127.23
1352,2021/6/15,1458,1743,4669,AGX,Agatti Island,QGU,Gifu,200,762,14,45,192.16
1353,2021/10/25,1458,1651,720,UIB,Quibdo,SXK,Saumlaki,200,529,15,0,78.44
1354,2021/6/4,1459,1822,2347,KSU,Kristiansund,WGP,Waingapu,200,762,15,0,196.85
1355,2021/6/22,1459,1653,4429,HLJ,Barysiai,VFA,Victoria Falls,200,479,15,0,91.35
1356,2021/11/12,1500,1811,1467,IRJ,La Rioja,TMO,Tumeremo,200,2475,15,0,107.61
1357,2021/6/6,1500,1741,1552,YOO,Oshawa,OWB,Owensboro,200,2402,14,30,90.48
1358,2021/7/6,1500,1608,2132,OAM,Oamaru,YQB,Quebec,200,184,15,0,54.88
1359,2021/6/27,1503,1807,883,URA,Uralsk,YPX,Puvirnituq,200,1372,14,30,38.84
1360,2021/10/16,1504,1607,984,GSO,Greensboro,MES,Medan,200,200,14,43,68.5
1361,2021/9/10,1506,1824,1769,TCZ,Tengchong,RTB,Roatan,200,1089,14,55,91.64
1362,2021/10/19,1507,1804,63,RKV,Reykjavik,MZJ,Marana,200,1005,14,59,134.11
1363,2021/12/15,1507,1732,4309,HOG,Holguin,PRI,Praslin,200,665,15,10,183.46
1364,2021/10/24,1513,1642,4105,BSO,Basco,RLK,Bayannur,200,228,15,0,140.72
1365,2021/12/28,1513,1814,537,NSE,Milton,TEA,Tela,200,997,15,17,95.78
1366,2021/12/20,1513,1827,1483,KUU,Kulu,WKA,Wanaka,200,1504,14,58,25.65
1367,2021/11/3,1514,1616,4633,YCL,Charlo,KWZ,Kolwezi,200,266,14,22,50.63
1368,2021/7/12,1515,1724,4572,UKT,Quakertown,UAI,Suai,200,594,14,58,161.92
1369,2021/9/17,1515,1650,1629,LJU,Ljubljana,FGU,Fangatau,200,719,14,59,64.96
1370,2021/8/17,1516,1653,2081,GAN,Gan Island,SSG,Malabo,200,738,15,20,45.15
1371,2021/5/15,1518,1713,2223,MEY,Meghauli,RHE,Reims,200,888,15,30,131.34
1372,2021/9/1,1519,1852,759,BQN,Aguadilla,PVC,Provincetown,200,1389,15,5,14.41
1373,2021/12/11,1519,1700,4491,VEL,Vernal,TAY,Tartu,200,419,14,10,136.58
1374,2021/6/29,1519,1833,1600,JAM,Yambol,NLG,Nelson Lagoon,200,2454,15,16,57.55
